casualty_severity,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,obs_date,light_conditions,weather_conditions,urban_or_rural_area,road_surface_conditions,special_conditions_at_site,age_of_driver,sex_of_driver,vehicle_type
Fatal,Female,38,36 - 45,"In carriageway, crossing elsewhere",From drivers offside,2023-02-10T13:20:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,45,Male,11
Fatal,Female,38,36 - 45,"In carriageway, crossing elsewhere",From drivers offside,2023-02-10T13:20:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,60,Female,9
Fatal,Female,38,36 - 45,"In carriageway, crossing elsewhere",From drivers offside,2023-02-10T13:20:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,24,Male,9
Serious,Male,85,Over 75,Within 50m. of crossing,Unknown or other,2023-08-16T16:55:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,90
Serious,Male,31,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-05-13T23:40:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,18,Male,9
Fatal,Male,32,26 - 35,"In carriageway, not crossing",Unknown or other,2023-06-12T09:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,32,Male,19
Fatal,Male,32,26 - 35,"In carriageway, not crossing",Unknown or other,2023-06-12T09:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,22,Male,19
Fatal,Male,64,56 - 65,On footway or verge,Unknown or other,2023-07-31T23:35:00Z,Darkness - lights lit,Raining no high winds,Rural,Wet or damp,None,53,Male,11
Slight,Female,30,26 - 35,On pedestrian crossing facility,From drivers offside,2023-02-19T15:45:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,19
Fatal,Male,50,46 - 55,"In carriageway, not crossing",Unknown or other,2023-09-12T21:38:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Male,73,66 - 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-08-27T10:13:00Z,Daylight,Fine no high winds,Urban,Dry,None,80,Male,9
Fatal,Male,42,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-03T02:26:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Male,9
Fatal,Male,42,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-03T02:26:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,27,Male,9
Serious,Female,12,11 - 15,"In carriageway, crossing elsewhere",From drivers offside,2023-06-20T15:35:00Z,Daylight,Fine no high winds,Urban,Dry,None,53,Male,9
Slight,Female,33,26 - 35,On footway or verge,Unknown or other,2023-01-20T12:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,40,Male,11
Slight,Female,30,26 - 35,On footway or verge,Unknown or other,2023-05-15T08:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,38,Female,9
Slight,Female,4,0 - 5,On footway or verge,Unknown or other,2023-05-15T08:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,38,Female,9
Fatal,Male,75,66 - 75,Unknown or other,Unknown or other,2023-11-16T17:50:00Z,Darkness - lights lit,Raining no high winds,Rural,Wet or damp,None,57,Male,21
Slight,Male,57,56 - 65,Unknown or other,Unknown or other,2023-12-14T17:52:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,29,Female,9
Slight,Female,67,66 - 75,"In carriageway, crossing elsewhere",From drivers offside,2023-11-30T13:10:00Z,Daylight,Fine no high winds,Rural,Wet or damp,NA,50,Female,9
Fatal,Male,58,56 - 65,"In carriageway, not crossing",Walking back to traffic,2023-03-10T07:30:00Z,Daylight,Raining no high winds,Rural,Wet or damp,None,45,Male,9
Slight,Male,21,21 - 25,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-02-01T17:20:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,23,Male,9
Serious,Male,57,56 - 65,Within 50m. of crossing,From drivers nearside,2023-04-25T13:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,43,Male,9
Slight,Female,13,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-03-28T16:00:00Z,Daylight,Raining no high winds,Rural,Wet or damp,None,53,Male,9
Fatal,Male,79,Over 75,Within 50m. of crossing,From drivers nearside,2023-10-23T05:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,37,Male,9
Slight,Female,9,6 - 10,Unknown or other,Unknown or other,2023-11-20T07:45:00Z,Daylight,Unknown,Rural,Dry,None,-1,Not known,9
Slight,Male,11,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-11-15T15:30:00Z,Daylight,Unknown,Urban,Dry,None,56,Female,9
Serious,Female,12,11 - 15,On pedestrian crossing facility,From drivers offside,2023-12-04T15:25:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,NA,31,Male,9
Fatal,Male,24,21 - 25,Unknown or other,Unknown or other,2023-11-18T22:59:00Z,Darkness - no lighting,Fine no high winds,Urban,Wet or damp,None,-1,Not known,9
Fatal,Male,24,21 - 25,Unknown or other,Unknown or other,2023-11-18T22:59:00Z,Darkness - no lighting,Fine no high winds,Urban,Wet or damp,None,-1,Not known,9
Serious,Male,8,6 - 10,On pedestrian crossing facility,From drivers nearside,2023-02-22T12:48:00Z,Daylight,Fine no high winds,Urban,Dry,None,73,Male,9
Fatal,Male,69,66 - 75,Within 50m. of crossing,From drivers nearside,2023-11-03T11:09:00Z,Daylight,Fine no high winds,Urban,Dry,None,77,Female,9
Slight,Male,22,21 - 25,"In carriageway, not crossing",Unknown or other,2023-10-04T09:28:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,NA,12,11 - 15,Unknown or other,Unknown or other,2023-02-28T08:35:00Z,Daylight,Other,Urban,Dry,None,-1,Not known,9
Slight,NA,12,11 - 15,Unknown or other,Unknown or other,2023-02-28T08:35:00Z,Daylight,Other,Urban,Dry,None,-1,Not known,9
Slight,Male,39,36 - 45,On footway or verge,Walking back to traffic,2023-01-25T15:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,19
Fatal,Female,92,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-01-14T11:13:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,63,Male,11
Fatal,Male,46,46 - 55,"In carriageway, not crossing",Unknown or other,2023-10-15T05:54:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,19
Fatal,Male,46,46 - 55,"In carriageway, not crossing",Unknown or other,2023-10-15T05:54:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,30,Male,9
Slight,Female,11,11 - 15,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-03-09T15:50:00Z,Daylight,Fine no high winds,Urban,Dry,None,65,Male,9
Fatal,Male,28,26 - 35,"In carriageway, not crossing",Unknown or other,2023-08-31T00:50:00Z,Darkness - lights lit,Fine no high winds,Rural,Dry,None,23,Male,9
Fatal,Male,5,0 - 5,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-04-04T17:45:00Z,Daylight,Fine no high winds,Urban,Dry,None,62,Male,11
Serious,Female,9,6 - 10,"In carriageway, crossing elsewhere",From drivers nearside,2023-04-04T17:45:00Z,Daylight,Fine no high winds,Urban,Dry,None,62,Male,11
Slight,Male,56,56 - 65,"In carriageway, not crossing",Walking back to traffic,2023-12-04T07:15:00Z,Daylight,Unknown,Urban,NA,NA,-1,Not known,98
Slight,Female,8,6 - 10,On footway or verge,Unknown or other,2023-08-11T22:38:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,47,Female,9
Slight,Female,13,11 - 15,On pedestrian crossing facility,From drivers nearside,2023-06-08T16:32:00Z,Daylight,Fine no high winds,Urban,Dry,None,64,Female,9
Fatal,Male,82,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-11-21T18:57:00Z,Darkness - no lighting,Fine no high winds,Rural,Wet or damp,None,79,Female,9
Slight,Female,27,26 - 35,On pedestrian crossing facility,From drivers nearside,2023-08-18T23:50:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,55,Male,11
Slight,Male,-1,NA,Unknown or other,Unknown or other,2023-12-27T10:00:00Z,Daylight,Raining no high winds,Rural,Wet or damp,NA,85,Male,9
Slight,Female,39,36 - 45,Unknown or other,Unknown or other,2023-12-27T10:00:00Z,Daylight,Raining no high winds,Rural,Wet or damp,NA,85,Male,9
Serious,Male,67,66 - 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-11-07T11:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,67,Male,9
Serious,Male,64,56 - 65,Unknown or other,Unknown or other,2023-06-01T12:13:00Z,Daylight,Fine no high winds,Rural,Dry,None,-1,Not known,9
Fatal,Female,92,Over 75,On pedestrian crossing facility,From drivers nearside,2023-12-03T17:54:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,24,Male,9
Serious,Male,4,0 - 5,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-03-13T15:39:00Z,Daylight,Fine high winds,Urban,Dry,None,29,Female,9
Slight,Male,70,66 - 75,"In carriageway, crossing elsewhere",From drivers offside,2023-12-18T20:10:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,21,Male,9
Slight,Male,7,6 - 10,Unknown or other,Unknown or other,2023-10-19T08:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,55,Male,9
Serious,Female,71,66 - 75,Centre of carriageway without refuge,From drivers offside,2023-07-29T18:10:00Z,Daylight,Unknown,Urban,Dry,None,59,Male,8
Slight,Male,3,0 - 5,Unknown or other,Unknown or other,2023-02-09T09:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,74,Male,9
Fatal,Male,64,56 - 65,On footway or verge,Unknown or other,2023-05-18T00:35:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,-1,Not known,9
Serious,Female,50,46 - 55,"In carriageway, not crossing","In carriageway, stationary",2023-05-25T19:22:00Z,Daylight,Fine no high winds,Urban,Dry,None,28,Male,19
Slight,Male,11,11 - 15,On pedestrian crossing facility,From drivers offside,2023-09-18T08:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Female,9
Fatal,Male,18,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-06T02:00:00Z,Darkness - no lighting,Fine no high winds,Rural,Wet or damp,None,43,Female,9
Fatal,Male,82,Over 75,Centre of carriageway without refuge,From drivers offside,2023-11-04T17:49:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,23,Male,9
Serious,Male,7,6 - 10,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-10-31T16:31:00Z,Daylight,Fine no high winds,Urban,Dry,None,28,Male,9
Serious,Male,31,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-19T20:15:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,20,Male,9
Fatal,Female,27,26 - 35,On footway or verge,Walking back to traffic,2023-01-16T08:45:00Z,Darkness - lights unlit,Raining high winds,Urban,Wet or damp,None,-1,Not known,9
Fatal,Female,27,26 - 35,On footway or verge,Walking back to traffic,2023-01-16T08:45:00Z,Darkness - lights unlit,Raining high winds,Urban,Wet or damp,None,-1,Not known,9
Fatal,Female,27,26 - 35,On footway or verge,Walking back to traffic,2023-01-16T08:45:00Z,Darkness - lights unlit,Raining high winds,Urban,Wet or damp,None,26,Male,9
Fatal,Female,4,0 - 5,On footway or verge,Walking back to traffic,2023-01-16T08:45:00Z,Darkness - lights unlit,Raining high winds,Urban,Wet or damp,None,-1,Not known,9
Fatal,Female,4,0 - 5,On footway or verge,Walking back to traffic,2023-01-16T08:45:00Z,Darkness - lights unlit,Raining high winds,Urban,Wet or damp,None,-1,Not known,9
Fatal,Female,4,0 - 5,On footway or verge,Walking back to traffic,2023-01-16T08:45:00Z,Darkness - lights unlit,Raining high winds,Urban,Wet or damp,None,26,Male,9
Fatal,Male,19,16 - 20,"In carriageway, not crossing",Unknown or other,2023-07-04T03:42:00Z,Darkness - lighting unknown,Fine no high winds,Urban,Dry,None,62,Male,8
Serious,Male,66,66 - 75,On pedestrian crossing facility,From drivers offside,2023-12-11T07:30:00Z,Daylight,Fine no high winds,Urban,Wet or damp,NA,79,Male,9
Fatal,Male,53,46 - 55,On footway or verge,Unknown or other,2023-05-07T14:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,28,Male,11
Serious,Female,81,Over 75,On pedestrian crossing facility,From drivers nearside,2023-11-22T12:28:00Z,Daylight,Fine no high winds,Urban,Dry,NA,80,Male,9
Slight,Female,29,26 - 35,On footway or verge,Unknown or other,2023-06-20T15:45:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Fatal,Male,51,46 - 55,On pedestrian crossing facility,From drivers nearside,2023-08-17T11:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,93,Male,9
Fatal,Male,62,56 - 65,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,-1,Not known,9
Fatal,Male,62,56 - 65,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,-1,Not known,9
Fatal,Male,62,56 - 65,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,27,Male,9
Slight,Female,17,16 - 20,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,-1,Not known,9
Slight,Female,17,16 - 20,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,-1,Not known,9
Slight,Female,17,16 - 20,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,27,Male,9
Serious,Female,58,56 - 65,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,-1,Not known,9
Serious,Female,58,56 - 65,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,-1,Not known,9
Serious,Female,58,56 - 65,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,27,Male,9
Serious,Male,58,56 - 65,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,-1,Not known,9
Serious,Male,58,56 - 65,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,-1,Not known,9
Serious,Male,58,56 - 65,On footway or verge,Unknown or other,2023-12-24T20:43:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,NA,27,Male,9
Fatal,Male,29,26 - 35,Unknown or other,Unknown or other,2023-05-08T00:23:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,17,Male,9
Serious,Male,5,0 - 5,"In carriageway, crossing elsewhere",Unknown or other,2023-09-05T16:00:00Z,Daylight,Unknown,Urban,Dry,None,24,Not known,9
Slight,Male,31,26 - 35,Unknown or other,Unknown or other,2023-08-21T09:50:00Z,Daylight,Fine no high winds,Urban,Dry,None,30,Not known,8
Fatal,Female,72,66 - 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-30T13:49:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,51,Male,19
Slight,Male,12,11 - 15,Unknown or other,From drivers nearside,2023-09-07T07:50:00Z,Daylight,Fine no high winds,Urban,Dry,None,57,Male,9
Serious,Male,36,36 - 45,On footway or verge,Unknown or other,2023-05-19T13:01:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Male,36,36 - 45,On footway or verge,Unknown or other,2023-05-19T13:01:00Z,Daylight,Fine no high winds,Urban,Dry,None,33,Male,9
Serious,Male,36,36 - 45,On footway or verge,Unknown or other,2023-05-19T13:01:00Z,Daylight,Fine no high winds,Urban,Dry,None,33,Male,9
Slight,Female,75,66 - 75,On pedestrian crossing facility,Unknown or other,2023-04-06T16:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,74,Male,9
Slight,Male,9,6 - 10,Within 50m. of crossing,From nearside masked by vehicle,2023-07-27T14:19:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,44,Female,9
Fatal,Male,81,Over 75,On pedestrian crossing facility,From drivers offside,2023-12-10T10:20:00Z,Daylight,Fine no high winds,Rural,Wet or damp,None,32,Female,9
Fatal,Male,36,36 - 45,"In carriageway, crossing elsewhere",Unknown or other,2023-03-26T02:14:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,30,Male,20
Slight,Female,42,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-07-18T10:30:00Z,Daylight,Fine no high winds,Rural,Dry,None,44,Female,9
Slight,Female,51,46 - 55,On footway or verge,Unknown or other,2023-12-15T08:50:00Z,Daylight,Fine no high winds,Urban,Dry,NA,48,Male,9
Fatal,Male,26,26 - 35,Within 50m. of crossing,From drivers nearside,2023-07-30T04:02:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,43,Male,9
Serious,Male,30,26 - 35,On footway or verge,Unknown or other,2023-07-08T14:26:00Z,Daylight,Fine no high winds,Rural,Dry,None,40,Male,19
Slight,Male,12,11 - 15,Centre of carriageway without refuge,Unknown or other,2023-10-04T18:27:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,52,Male,9
Fatal,Male,40,36 - 45,"In carriageway, not crossing","In carriageway, stationary",2023-08-05T22:38:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,Roadworks,48,Male,8
Slight,Male,62,56 - 65,"In carriageway, not crossing","In carriageway, stationary",2023-09-05T08:40:00Z,Daylight,Fine no high winds,Rural,Dry,Roadworks,24,Male,19
Slight,Female,13,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-10-04T08:24:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,44,Male,9
Fatal,Male,82,Over 75,On pedestrian crossing facility,From drivers nearside,2023-04-15T11:40:00Z,Darkness - lights unlit,Fine no high winds,Urban,Dry,Auto signal part defective,48,Male,8
Serious,Male,25,21 - 25,Centre of carriageway without refuge,"In carriageway, stationary",2023-11-19T04:27:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,-1,Not known,9
Serious,Male,25,21 - 25,Centre of carriageway without refuge,"In carriageway, stationary",2023-11-19T04:27:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,18,Male,9
Serious,Male,25,21 - 25,Centre of carriageway without refuge,"In carriageway, stationary",2023-11-19T04:27:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,17,Male,9
Slight,Male,6,6 - 10,"In carriageway, crossing elsewhere",Unknown or other,2023-11-21T15:29:00Z,Darkness - lights unlit,Fine no high winds,Urban,Wet or damp,NA,55,Female,9
Serious,Male,2,0 - 5,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-25T16:08:00Z,Daylight,Fine no high winds,Urban,Dry,None,23,Female,9
Slight,Male,58,56 - 65,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-13T15:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,35,Male,9
Slight,Male,58,56 - 65,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-13T15:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,22,Male,3
Fatal,Male,75,66 - 75,"In carriageway, crossing elsewhere",From drivers offside,2023-12-19T19:04:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,42,Male,9
Fatal,Male,20,16 - 20,"In carriageway, not crossing",Unknown or other,2023-08-18T22:10:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,42,Male,11
Fatal,Male,20,16 - 20,"In carriageway, not crossing",Unknown or other,2023-08-18T22:10:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,66,Male,9
